sku_id,当前库存,采购入库日期,采购入库数量
1008964949273,139,2020-06-10,120
1001382172223,92,2020-06-10,54
1001649151206,86,2020-06-09,40
1005797168819,242,2020-06-09,15
1009070175851,327,2020-06-09,18
1004055930705,268,2020-06-09,34
1000650770606,95,2020-06-09,6
1006754206771,170,2020-06-09,46
1000477006708,57,2020-06-09,60
1006622776189,263,2020-06-09,3
1007745381933,1007,2020-06-09,5
1008021047350,209,2020-06-09,8
1000457932536,830,2020-06-09,432
1004801424425,5408,2020-06-09,1
1003711126501,85,2020-06-09,4
1003610993083,76,2020-06-09,100
1006900430204,60,2020-06-09,22
1004246416448,268,2020-06-08,108
1004722545956,174,2020-06-08,324
1008290558461,94,2020-06-08,100
1000301158121,728,2020-06-08,16
1001636240884,186,2020-06-08,108
1001600833431,51,2020-06-06,300
1001654060879,59,2020-06-05,72
1004412944552,335,2020-06-05,204
1009907616932,1401,2020-06-05,1200
1000067721072,71,2020-06-05,120
1008897645942,582,2020-06-05,430
1009306467277,62,2020-06-05,84
1006152324227,52,2020-06-05,312
1008885513937,54,2020-06-05,108
1003403279574,54,2020-06-05,360
1002252863975,96,2020-06-04,48
1009126062546,93,2020-06-04,48
1006481838558,348,2020-06-04,600
1006355914511,592,2020-06-04,200
1002585003099,246,2020-06-04,1000
1000457932536,830,2020-06-04,2568
1009787632538,146,2020-06-03,120
1008480263833,148,2020-06-03,504
1003278633555,1792,2020-06-02,300
1005134498700,815,2020-06-02,1020
1003138373466,253,2020-06-01,216
1008885513937,54,2020-06-01,204
1003403279574,54,2020-06-01,60
1008053619185,185,2020-06-01,270
1008689988237,111,2020-06-01,780
1000963456009,65,2020-06-01,96
1002736075829,132,2020-06-01,96
1004869528513,127,2020-06-01,780
1001282651106,207,2020-06-01,300
1003603417227,115,2020-06-01,120
1000650770606,95,2020-05-29,271
1009188623414,813,2020-05-29,840
1002227061628,1596,2020-05-29,1625
1004003160225,175,2020-05-29,180
1003210684777,77,2020-05-29,128
1008290558461,94,2020-05-28,240
1008115830931,307,2020-05-28,320
1008989536043,801,2020-05-28,1200
1001894873651,77,2020-05-28,108
1003708086429,234,2020-05-28,204
1000145820509,55,2020-05-28,96
1006515621877,58,2020-05-28,72
1001717641242,962,2020-05-28,480
1007189934207,966,2020-05-28,240
1000826406480,105,2020-05-28,374
1009237549287,480,2020-05-28,480
1005026492122,147,2020-05-28,48
1005336305550,70,2020-05-28,240
1009405871074,96,2020-05-28,60
1006799853771,611,2020-05-27,144
1008470271573,630,2020-05-27,144
1006273931054,279,2020-05-27,432
1001029536539,241,2020-05-27,240
1003085858160,1437,2020-05-27,1600
1009087039466,929,2020-05-27,144
1006380095947,3594,2020-05-26,4080
1003917945634,639,2020-05-26,1000
1006971615773,52,2020-05-25,37
1004605325793,59,2020-05-25,66
1001844212126,64,2020-05-25,85
1007041536541,62,2020-05-25,96
1006273084779,77,2020-05-25,79
1008519089829,74,2020-05-25,84
1007299185542,143,2020-05-25,288
1000295403544,81,2020-05-25,66
1008491158622,72,2020-05-25,98
1008964949273,139,2020-05-25,120
1005792556626,283,2020-05-22,400
1007745381933,1007,2020-05-22,432
1009358683643,90,2020-05-22,150
1007189934207,966,2020-05-22,240
1001557402011,266,2020-05-22,408
1001297047381,922,2020-05-22,600
1000899748379,229,2020-05-22,312
1006152324227,52,2020-05-22,185
1003403279574,54,2020-05-22,108
1003580320765,134,2020-05-22,860
1004412944552,335,2020-05-22,108
1009472584923,102,2020-05-21,243
1005001133535,399,2020-05-21,499
1007189603933,108,2020-05-21,96
1008897645942,582,2020-05-21,330
1007284413073,245,2020-05-21,576
1009951613606,78,2020-05-21,208
1000014008898,170,2020-05-21,150
1005963761976,99,2020-05-21,96
1008589106044,216,2020-05-20,220
1003278633555,1792,2020-05-20,1050
1009605044231,67,2020-05-20,84
1007132900647,61,2020-05-20,96
1009525540019,60,2020-05-20,84
1005844687452,576,2020-05-20,200
1001407582531,81,2020-05-20,168
1000798762846,90,2020-05-20,120
1006214995116,86,2020-05-20,96
1001027488220,56,2020-05-20,144
1007446045828,968,2020-05-19,1000
1002603422156,1906,2020-05-19,2000
1000553130554,309,2020-05-18,3000
1006481838558,348,2020-05-18,600
1006355914511,592,2020-05-18,200
1008104944389,1023,2020-05-18,2010
1001866592716,129,2020-05-18,400
1001297047381,922,2020-05-18,800
1000014008898,170,2020-05-18,450
1009359520218,356,2020-05-18,3000
1009101447535,74,2020-05-18,612
1005241072566,65,2020-05-17,21
1009013865103,429,2020-05-17,228
1000457932536,830,2020-05-17,139
1005969737252,186,2020-05-17,59
1007401397394,121,2020-05-17,132
1000907567851,146,2020-05-17,2
1008413796623,58,2020-05-17,142
1004819165237,111,2020-05-17,150
1008294099966,373,2020-05-17,99
1009056034080,169,2020-05-17,5
1006364197516,267,2020-05-17,11
1005593291825,379,2020-05-17,303
1007944014251,168,2020-05-17,176
1003423343534,59,2020-05-17,67
1009936925207,2709,2020-05-17,332
1006962481743,188,2020-05-17,336
1000028924704,51,2020-05-17,67
1004405786575,286,2020-05-17,282
1008268703618,84,2020-05-17,9
1005362519716,201,2020-05-17,8
1007324630550,64,2020-05-17,400
1007856046918,494,2020-05-17,121
1001319157767,140,2020-05-17,194
1006663662407,84,2020-05-17,72
1007363862649,60,2020-05-17,106
1003574656433,255,2020-05-17,282
1006197217540,182,2020-05-17,114
1000585247096,316,2020-05-17,398
1002085605807,160,2020-05-17,187
1002731118839,417,2020-05-17,253
1002643226724,136,2020-05-17,189
1006329660659,165,2020-05-15,70
1008394294865,103,2020-05-15,360
1009312051776,154,2020-05-15,240
1002300711140,612,2020-05-15,1080
1007157011855,233,2020-05-15,1008
1003549029773,2160,2020-05-15,720
1003436920785,64,2020-05-15,240
1008626738202,242,2020-05-12,332
1003329430767,449,2020-05-12,510
1005143879785,195,2020-05-12,11
1006564501975,510,2020-05-12,169
1005655462210,1448,2020-05-12,6479
1006593096007,211,2020-05-12,257
1006455382404,345,2020-05-12,1008
1003580320765,134,2020-05-12,1360
1008897645942,582,2020-05-12,220
1002840807594,173,2020-05-12,675
1000924823282,52,2020-05-11,108
1005001133535,399,2020-05-11,500
1001600833431,51,2020-05-11,300
1007189934207,966,2020-05-11,120
1007448863417,276,2020-05-11,2115
1001717641242,962,2020-05-11,480
1008964949273,139,2020-05-10,96
1003278633555,1792,2020-05-10,1320
1000319136002,197,2020-05-08,312
1006329660659,165,2020-05-08,140
1002093280931,130,2020-05-08,612
1000449508004,245,2020-05-08,312
1009408112972,96,2020-05-08,624
1000107661477,193,2020-05-08,600
1004405786575,286,2020-05-08,360
1004028793455,254,2020-05-07,360
1008480263833,148,2020-05-07,600
1006273931054,279,2020-05-07,240
1007259610177,227,2020-05-07,200
1009153343978,83,2020-05-06,100
1001860561738,82,2020-05-06,100
1007999000350,81,2020-05-06,100
1006290737235,1993,2020-05-05,1884
1009484419331,1194,2020-05-05,54
1008408376227,106,2020-05-05,55
1009226089704,1263,2020-05-05,4597
1005032175197,210,2020-05-05,24
1008044784747,2419,2020-05-05,871
1004267575842,158,2020-05-05,778
1007878813318,272,2020-05-05,146
1008426712015,3620,2020-05-05,36
1002208666822,337,2020-05-05,21
1004271125760,531,2020-05-05,183
1003413020294,200,2020-05-04,48
1003278633555,1792,2020-05-04,240
1006481838558,348,2020-05-02,600
1001525004205,146,2020-05-01,204
1007861471324,458,2020-05-01,800
1006637441885,97,2020-04-30,300
1004428232278,334,2020-04-30,208
1004532275606,284,2020-04-30,720
1001637715036,108,2020-04-30,96
1007446733575,113,2020-04-30,216
1001158888760,180,2020-04-30,405
1004135022517,192,2020-04-30,288
1009987408096,128,2020-04-30,800
1006470719974,177,2020-04-30,200
1007776276035,316,2020-04-30,1000
1004091921495,104,2020-04-28,240
1006908105504,137,2020-04-28,96
1000785754293,78,2020-04-28,48
1009795604072,106,2020-04-28,72
1009907616932,1401,2020-04-28,1200
1004923752038,101,2020-04-28,96
1008897645942,582,2020-04-28,220
1004003160225,175,2020-04-28,324
1007745381933,1007,2020-04-28,144
1003424695115,185,2020-04-28,199
1009886663790,304,2020-04-28,504
1001894873651,77,2020-04-28,18
1001692282312,183,2020-04-27,72
1009203474758,127,2020-04-27,164
1000742901622,135,2020-04-27,300
1009801146872,61,2020-04-27,48
1008959675350,532,2020-04-27,600
1004478841065,976,2020-04-27,1200
1004876256789,460,2020-04-27,512
1003580320765,134,2020-04-27,750
1004940241512,189,2020-04-27,540
1007835453465,106,2020-04-27,240
1008909233333,462,2020-04-27,480
1006711050315,570,2020-04-27,600
1003003631127,531,2020-04-27,816
1003549029773,2160,2020-04-27,720
1003017465972,1385,2020-04-27,360
1003121308496,57,2020-04-27,48
1000893001059,97,2020-04-27,72
1002295372303,74,2020-04-27,192
1002977117929,269,2020-04-27,816
1007595426665,472,2020-04-27,480
1009742707487,177,2020-04-27,74
1008245531218,97,2020-04-26,200
1003580320765,134,2020-04-24,400
1000826406480,105,2020-04-24,500
1003278633555,1792,2020-04-24,420
1009204338063,786,2020-04-24,4032
1001717641242,962,2020-04-24,480
1008408376227,106,2020-04-23,60
1003278633555,1792,2020-04-23,42
1004405786575,286,2020-04-23,60
1001894873651,77,2020-04-23,36
1009742239476,96,2020-04-22,224
1003442304222,114,2020-04-22,1
1009275877830,560,2020-04-22,600
1003278633555,1792,2020-04-22,378
1003424695115,185,2020-04-21,1
1009203474758,127,2020-04-21,252
1008643536696,60,2020-04-21,102
1000127900301,53,2020-04-21,102
1003017465972,1385,2020-04-21,360
1002751493433,82,2020-04-21,102
1003549029773,2160,2020-04-21,157
1009742707487,177,2020-04-21,600
1008019307442,61,2020-04-21,102
1007355867525,61,2020-04-21,102
1002585003099,246,2020-04-20,1776
1005001133535,399,2020-04-20,500
1005032175197,210,2020-04-20,648
1004463742641,65,2020-04-20,375
1005868422321,224,2020-04-20,432
1007865536950,251,2020-04-20,544
1004805451433,981,2020-04-17,1008
1006003161687,2087,2020-04-17,2499
1003278633555,1792,2020-04-17,200
1008897645942,582,2020-04-17,219
1001677697592,165,2020-04-17,200
1006799853771,611,2020-04-16,288
1000480072386,1286,2020-04-16,1512
1003442304222,114,2020-04-16,199
1007705521495,573,2020-04-16,1512
1009087039466,929,2020-04-16,288
1000924823282,52,2020-04-15,40
1006050977483,114,2020-04-15,108
1007108628538,58,2020-04-15,36
1003580320765,134,2020-04-15,100
1001585033615,294,2020-04-14,480
1008885513937,54,2020-04-14,315
1008897645942,582,2020-04-14,1
1005655462210,1448,2020-04-13,30
1009203474758,127,2020-04-13,84
1001575331529,155,2020-04-13,60
1007776276035,316,2020-04-13,500
1003017465972,1385,2020-04-13,360
1006050977483,114,2020-04-13,108
1005032175197,210,2020-04-13,360
1009742707487,177,2020-04-13,26
1007446733575,113,2020-04-10,36
1007136480096,435,2020-04-10,50
1004360598122,82,2020-04-10,928
1000899968681,300,2020-04-10,486
1004598521411,139,2020-04-10,972
1005392520354,164,2020-04-10,504
1004412944552,335,2020-04-10,144
1002785232710,755,2020-04-10,9
1006510009019,163,2020-04-10,928
1008589950891,52,2020-04-10,120
1004542821728,120,2020-04-10,128
1004532275606,284,2020-04-10,144
1004428232278,334,2020-04-10,208
1001973621311,228,2020-04-10,240
1008885513937,54,2020-04-10,228
1002785232710,755,2020-04-09,423
1008501184867,61,2020-04-09,96
1004405786575,286,2020-04-09,60
1001635406936,255,2020-04-09,240
1005008644927,103,2020-04-09,216
1007878813318,272,2020-04-09,130
1000626918647,374,2020-04-09,960
1009237549287,480,2020-04-09,240
1002840807594,173,2020-04-09,80
1009829117275,248,2020-04-09,240
1006935537118,197,2020-04-08,80
1003312619137,182,2020-04-08,4500
1005263507866,104,2020-04-08,180
1002673282049,776,2020-04-08,600
1006378428958,188,2020-04-08,120
1003603417227,115,2020-04-07,120
1009423137682,54,2020-04-07,120
1009115840690,77,2020-04-07,36
1004267575842,158,2020-04-06,108
1001029536539,241,2020-04-06,160
1004415391473,511,2020-04-06,90
1003312619137,182,2020-04-06,300
1009742239476,96,2020-04-06,64
1004854904701,65,2020-04-05,400
1005001133535,399,2020-04-05,500
1009098413940,77,2020-04-03,384
1009484419331,1194,2020-04-03,3024
1008208330961,206,2020-04-03,384
1001187096749,994,2020-04-03,2520
1001000539440,337,2020-04-03,2520
1002736075829,132,2020-04-03,264
1001269883157,400,2020-04-03,500
1001712937784,172,2020-04-03,1008
1001979439353,62,2020-04-03,215
1008684785148,171,2020-04-02,240
1000956364981,109,2020-04-02,300
1006245334495,271,2020-04-02,120
1009787632538,146,2020-04-02,120
1001035095111,163,2020-04-02,120
1000762863289,209,2020-04-02,149
1006481838558,348,2020-04-02,600
1000728218402,106,2020-04-02,240
1001545213309,120,2020-04-02,200
1001542697717,66,2020-04-02,75
1009471626644,262,2020-04-02,240
1004135022517,192,2020-04-01,288
1009562916221,325,2020-04-01,480
1004091921495,104,2020-04-01,139
1005797168819,242,2020-04-01,10
1005440402681,865,2020-04-01,3499
1001717641242,962,2020-04-01,480
1006050977483,114,2020-04-01,2
1001199927582,91,2020-04-01,200
1000826406480,105,2020-04-01,500
1001143917864,177,2020-04-01,5
1007189934207,966,2020-04-01,240
1004777829598,940,2020-03-31,3000
1006579944911,727,2020-03-31,1500
1004923752038,101,2020-03-30,24
1008908965172,128,2020-03-30,168
1000762863289,209,2020-03-30,1
1001103115628,182,2020-03-30,900
1009219980635,51,2020-03-30,314
1008977119294,210,2020-03-30,749
1000785754293,78,2020-03-30,72
1001240484039,1253,2020-03-30,300
1006908105504,137,2020-03-30,72
1002208666822,337,2020-03-30,216
1003436920785,64,2020-03-30,240
1009115840690,77,2020-03-30,360
1000038534596,236,2020-03-30,300
1009795604072,106,2020-03-30,72
1006074054246,5350,2020-03-30,60
1008650410866,240,2020-03-30,120
1005440402681,865,2020-03-30,1
1002785232710,755,2020-03-30,252
1004532275606,284,2020-03-27,48
1000480072386,1286,2020-03-27,504
1007705521495,573,2020-03-27,396
1008410125542,136,2020-03-27,405
1005392520354,164,2020-03-27,504
1001293233791,1889,2020-03-27,2960
1001028939994,463,2020-03-27,480
1009273629047,280,2020-03-27,288
1002427377629,122,2020-03-27,1206
1003431827619,170,2020-03-27,48
1005218182681,56,2020-03-27,360
1004433786450,690,2020-03-27,1512
1005963761976,99,2020-03-26,120
1009591297343,900,2020-03-26,1008
1008863109849,121,2020-03-26,240
1004290223339,413,2020-03-26,1600
1006273931054,279,2020-03-26,120
1000683843046,85,2020-03-26,60
1002881003672,60,2020-03-26,108
1001894873651,77,2020-03-26,90
1008977119294,210,2020-03-26,1
1005586923336,871,2020-03-26,1008
1001542697717,66,2020-03-26,300
1002785232710,755,2020-03-26,180
1009203474758,127,2020-03-26,90
1005263507866,104,2020-03-26,72
1009787632538,146,2020-03-26,240
1004136037976,96,2020-03-26,72
1009829117275,248,2020-03-26,120
1009472584923,102,2020-03-26,81
1001479294784,204,2020-03-26,1600
1001099029335,1884,2020-03-26,4000
1004405786575,286,2020-03-26,36
1009712853225,63,2020-03-26,240
1001029536539,241,2020-03-26,304
1009742707487,177,2020-03-26,262
1005026492122,147,2020-03-26,48
1004854904701,65,2020-03-26,600
1006900430204,60,2020-03-26,100
1001850621239,69,2020-03-26,166
1000728218402,106,2020-03-26,192
1002298750196,80,2020-03-25,1008
1003505898931,2066,2020-03-25,3000
1004405786575,286,2020-03-25,600
1001782551503,70,2020-03-25,1500
1003814006215,158,2020-03-25,300
1003402564563,66,2020-03-25,50
1006435523513,1290,2020-03-25,3000
1009013865103,429,2020-03-25,50
1000150930749,927,2020-03-25,1000
1004428232278,334,2020-03-24,160
1002251055798,165,2020-03-24,480
1004360598122,82,2020-03-24,48
1002045020064,131,2020-03-24,3600
1006050977483,114,2020-03-24,108
1005392520354,164,2020-03-24,504
1009219980635,51,2020-03-24,106
1004433786450,690,2020-03-24,1512
1009381414145,215,2020-03-24,810
1004532275606,284,2020-03-24,144
1006637441885,97,2020-03-24,300
1000416875042,103,2020-03-24,108
1004483069458,57,2020-03-24,50
1006622776189,263,2020-03-24,960
1004746795939,118,2020-03-24,108
1000779607858,1434,2020-03-24,1500
1008515944207,242,2020-03-24,500
1006510009019,163,2020-03-24,32
1000924823282,52,2020-03-24,14
1007995315117,180,2020-03-24,1800
1004491538618,144,2020-03-24,1400
1008935969289,88,2020-03-24,120
1004947395749,104,2020-03-24,750
1004848206012,151,2020-03-23,1760
1002785232710,755,2020-03-23,216
1004818313880,76,2020-03-23,400
1009326817322,522,2020-03-23,1097
1001155140726,258,2020-03-23,360
1003747366479,120,2020-03-23,180
1009818311646,90,2020-03-23,120
1002252863975,96,2020-03-23,36
1006016722104,89,2020-03-23,40
1009577477397,425,2020-03-23,350
1009126062546,93,2020-03-23,60
1001635406936,255,2020-03-23,240
1005969737252,186,2020-03-23,180
1003881591315,168,2020-03-23,300
1001584364217,310,2020-03-23,300
1004904105086,780,2020-03-23,3000
1009237549287,480,2020-03-23,240
1005514466670,275,2020-03-23,304
1002208666822,337,2020-03-23,1620
1004433786450,690,2020-03-23,360
1008115830931,307,2020-03-23,800
1006509909119,378,2020-03-23,160
1002408486148,115,2020-03-23,300
1005032175197,210,2020-03-23,540
1005084391805,140,2020-03-23,504
1004332099922,223,2020-03-23,240
1000547101773,75,2020-03-23,600
1002825927688,119,2020-03-23,200
1006962481743,188,2020-03-23,360
1009843775826,97,2020-03-23,120
1005263507866,104,2020-03-23,288
1003711126501,85,2020-03-23,162
1004391009833,66,2020-03-23,300
1001098026687,432,2020-03-23,1500
1009405871074,96,2020-03-23,60
1006092131527,203,2020-03-23,600
1002723370354,65,2020-03-23,120
1003610993083,76,2020-03-23,397
1008952055843,119,2020-03-23,108
1004136037976,96,2020-03-23,168
1000033345749,85,2020-03-22,2400
1005867226553,312,2020-03-22,509
1005867226553,312,2020-03-20,1
1004854904701,65,2020-03-19,800
1008658951561,110,2020-03-18,240
1005969737252,186,2020-03-18,360
1008529992880,72,2020-03-18,36
1008997685383,211,2020-03-18,3
1004055930705,268,2020-03-18,504
1007745381933,1007,2020-03-18,540
1001479294784,204,2020-03-18,1600
1004290223339,413,2020-03-18,2000
1009496057732,79,2020-03-18,150
1006971615773,52,2020-03-18,296
1007828306130,698,2020-03-17,1000
1009484664321,96,2020-03-17,96
1006594459933,52,2020-03-17,1000
1008928696595,236,2020-03-17,240
1003278633555,1792,2020-03-17,300
1009098413940,77,2020-03-17,192
1009401118369,132,2020-03-17,1571
1002585003099,246,2020-03-16,1008
1005336305550,70,2020-03-16,200
1008394294865,103,2020-03-16,360
1001675703594,276,2020-03-16,396
1002208666822,337,2020-03-16,180
1001388683462,208,2020-03-16,216
1002025265782,105,2020-03-16,500
1007189934207,966,2020-03-16,240
1006074054246,5350,2020-03-16,6000
1009951613606,78,2020-03-16,48
1005263507866,104,2020-03-16,108
1004332099922,223,2020-03-16,96
1003402564563,66,2020-03-16,50
1001029536539,241,2020-03-16,160
1001717641242,962,2020-03-16,240
1000038534596,236,2020-03-16,360
1003403279574,54,2020-03-14,60
1006152324227,52,2020-03-14,100
1009484664321,96,2020-03-13,96
1008208330961,206,2020-03-13,96
1004463742641,65,2020-03-13,504
1003312619137,182,2020-03-13,700
1007865536950,251,2020-03-13,700
1000626918647,374,2020-03-12,1536
1004854904701,65,2020-03-12,600
1000728218402,106,2020-03-12,204
1004136037976,96,2020-03-12,144
1004135022517,192,2020-03-12,96
1007299185542,143,2020-03-12,1440
1007305218411,319,2020-03-12,600
1007776276035,316,2020-03-12,1000
1001075898768,96,2020-03-12,384
1007861471324,458,2020-03-12,1520
1002683603089,1536,2020-03-12,3024
1008650410866,240,2020-03-12,60
1006799853771,611,2020-03-12,144
1003814006215,158,2020-03-12,200
1006935537118,197,2020-03-12,112
1003949474495,560,2020-03-12,17
1001155140726,258,2020-03-12,72
1002785232710,755,2020-03-12,72
1003178345694,51,2020-03-12,192
1003708086429,234,2020-03-12,300
1009173918142,180,2020-03-12,60
1004405786575,286,2020-03-12,60
1001610715558,186,2020-03-12,72
1001189519791,313,2020-03-12,144
1009087039466,929,2020-03-12,144
1006070650016,306,2020-03-11,400
1008342295203,223,2020-03-11,400
1007284413073,245,2020-03-11,180
1008952055843,119,2020-03-10,396
1002208666822,337,2020-03-10,180
1001973621311,228,2020-03-10,120
1002785232710,755,2020-03-10,72
1006378428958,188,2020-03-10,72
1001584364217,310,2020-03-10,300
1007299185542,143,2020-03-10,96
1006092131527,203,2020-03-10,210
1000547101773,75,2020-03-10,96
1005084391805,140,2020-03-10,1008
1005026492122,147,2020-03-10,24
1009742707487,177,2020-03-09,56
1002748110584,180,2020-03-09,144
1008053619185,185,2020-03-09,270
1006971615773,52,2020-03-09,61
1001866232368,901,2020-03-09,1008
1003870305376,97,2020-03-09,222
1005868422321,224,2020-03-09,250
1000683843046,85,2020-03-09,20
1008863109849,121,2020-03-09,96
1008271236582,154,2020-03-08,200
1003403279574,54,2020-03-07,337
1008885513937,54,2020-03-07,36
1006152324227,52,2020-03-07,120
1007136480096,435,2020-03-06,2100
1005001133535,399,2020-03-06,1200
1002251055798,165,2020-03-06,432
1001388683462,208,2020-03-06,612
1001189519791,313,2020-03-06,240
1000139910534,318,2020-03-06,1099
1004055930705,268,2020-03-06,108
1001085959002,232,2020-03-06,252
1008872764622,59,2020-03-06,336
1001552462228,361,2020-03-06,1500
1000295403544,81,2020-03-06,108
1000798762846,90,2020-03-06,240
1004901374694,336,2020-03-06,1499
1008529992880,72,2020-03-06,108
1008000875441,752,2020-03-06,2000
1004819165237,111,2020-03-06,112
1007108628538,58,2020-03-06,72
1008997685383,211,2020-03-06,197
1001600833431,51,2020-03-06,920
1001097386128,513,2020-03-06,800
1001675703594,276,2020-03-06,900
1009843775826,97,2020-03-05,48
1005514466670,275,2020-03-05,304
1005963761976,99,2020-03-05,96
1001075898768,96,2020-03-05,120
1006509909119,378,2020-03-05,100
1003711126501,85,2020-03-05,81
1008190994964,190,2020-03-05,360
1000728218402,106,2020-03-05,96
1003708086429,234,2020-03-05,96
1007937599849,90,2020-03-05,180
1009126062546,93,2020-03-05,48
1006273931054,279,2020-03-05,600
1004428232278,334,2020-03-05,64
1006016722104,89,2020-03-05,80
1002785232710,755,2020-03-05,72
1008872764622,59,2020-03-05,96
1009472584923,102,2020-03-05,81
1002673282049,776,2020-03-05,360
1008529992880,72,2020-03-05,72
1006754206771,170,2020-03-05,360
1001155140726,258,2020-03-05,144
1003178345694,51,2020-03-05,96
1003814006215,158,2020-03-05,100
1001143917864,177,2020-03-04,96
1001029536539,241,2020-03-04,160
1000139910534,318,2020-03-04,1
1005797168819,242,2020-03-04,144
1008000875441,752,2020-03-04,1
1008290558461,94,2020-03-04,100
1002881003672,60,2020-03-04,72
1000432048019,65,2020-03-04,304
1004901374694,336,2020-03-04,1
1006481838558,348,2020-03-04,600
1004415391473,511,2020-03-04,150
1006754206771,170,2020-03-03,360
1002692006485,1009,2020-03-03,2880
1003402564563,66,2020-03-03,20
1001553081831,89,2020-03-03,432
1000295403544,81,2020-03-03,108
1001979439353,62,2020-03-03,222
1000683843046,85,2020-03-03,50
1009742707487,177,2020-03-03,55
1001881793161,993,2020-03-03,1512
1008863109849,121,2020-03-03,192
1007446733575,113,2020-03-02,36
1009733598997,1164,2020-03-02,30
1006569235015,1043,2020-03-02,1100
1001979439353,62,2020-03-02,222
1006622776189,263,2020-03-02,704
1006152324227,52,2020-03-02,48
1006050977483,114,2020-03-02,100
1009173918142,180,2020-03-02,60
1009358683643,90,2020-03-02,300
1005593291825,379,2020-03-02,100
1004483069458,57,2020-03-02,50
1000145820509,55,2020-03-02,96
1006510009019,163,2020-03-02,1200
1004746795939,118,2020-03-02,36
1004532275606,284,2020-03-02,240
1004360598122,82,2020-03-02,1200
1008410125542,136,2020-03-02,54
1008935969289,88,2020-03-02,72
1005392520354,164,2020-03-02,408
1008044784747,2419,2020-03-02,500
1006515621877,58,2020-03-02,96
1006369587024,465,2020-03-02,3
1003403279574,54,2020-03-02,240
1000899968681,300,2020-03-02,810
1001712937784,172,2020-03-02,1008
1009987408096,128,2020-03-02,2000
1000432048019,65,2020-03-02,160
1004542821728,120,2020-03-02,64
1008589950891,52,2020-03-02,60
1004598521411,139,2020-03-02,576
1003814006215,158,2020-03-02,19
1002785232710,755,2020-03-02,180
1006038617699,64,2020-03-02,414
1009484419331,1194,2020-03-02,1008
1003431827619,170,2020-02-28,204
1001542697717,66,2020-02-28,825
1009733598997,1164,2020-02-28,1950
1007885326780,147,2020-02-28,120
1009787632538,146,2020-02-28,84
1006900430204,60,2020-02-28,120
1003814006215,158,2020-02-28,21
1005218182681,56,2020-02-28,144
1002091284046,3022,2020-02-28,10016
1006050977483,114,2020-02-28,60
1007937599849,90,2020-02-28,60
1001553081831,89,2020-02-28,48
1002208666822,337,2020-02-27,360
1004819165237,111,2020-02-27,112
1008115830931,307,2020-02-27,200
1007856046918,494,2020-02-27,600
1006720436590,145,2020-02-27,216
1001654060879,59,2020-02-27,120
1004055930705,268,2020-02-27,180
1009237549287,480,2020-02-27,240
1002785232710,755,2020-02-27,72
1008650410866,240,2020-02-27,300
1008084085349,60,2020-02-27,8
1006092131527,203,2020-02-27,330
1007393920748,75,2020-02-27,100
1008408376227,106,2020-02-27,36
1000067721072,71,2020-02-27,24
1007324630550,64,2020-02-27,56
1009742239476,96,2020-02-27,512
1001635406936,255,2020-02-27,240
1004883976050,71,2020-02-27,180
1000038534596,236,2020-02-27,1500
1004332099922,223,2020-02-27,480
1009306467277,62,2020-02-27,120
1004091921495,104,2020-02-27,336
1004405786575,286,2020-02-27,36
1005603846106,144,2020-02-27,216
1005969737252,186,2020-02-27,288
1008063931794,60,2020-02-26,144
1001240484039,1253,2020-02-26,30
1005969737252,186,2020-02-26,108
1000626918647,374,2020-02-26,960
1008084085349,60,2020-02-26,92
1001938976226,178,2020-02-26,72
1003402564563,66,2020-02-26,40
1008408376227,106,2020-02-26,360
1008658951561,110,2020-02-26,240
1001553081831,89,2020-02-26,48
1006720436590,145,2020-02-26,216
1007861471324,458,2020-02-26,1000
1008394294865,103,2020-02-25,120
1004415391473,511,2020-02-25,420
1004854904701,65,2020-02-25,1200
1004135022517,192,2020-02-25,96
1005336305550,70,2020-02-25,40
1008626738202,242,2020-02-25,384
1002585003099,246,2020-02-25,1008
1003870305376,97,2020-02-25,288
1009484419331,1194,2020-02-25,100
1002748110584,180,2020-02-25,240
1001056842431,296,2020-02-25,1020
1000432048019,65,2020-02-25,40
1008053619185,185,2020-02-25,270
1005032175197,210,2020-02-25,540
1007189934207,966,2020-02-25,100
1002881003672,60,2020-02-25,72
1009951613606,78,2020-02-25,80
1001023017417,361,2020-02-25,500
1001240484039,1253,2020-02-25,1980
1001712937784,172,2020-02-25,628
1005893182501,194,2020-02-24,288
1006369587024,465,2020-02-24,1005
1001938976226,178,2020-02-24,1944
1002091284046,3022,2020-02-24,4000
1001187096749,994,2020-02-21,2520
1003402564563,66,2020-02-21,10
1009780754273,101,2020-02-21,120
1001000539440,337,2020-02-21,2520
1009087039466,929,2020-02-21,144
1008408376227,106,2020-02-21,36
1009202927786,736,2020-02-21,790
1005797168819,242,2020-02-21,96
1001670162055,655,2020-02-21,1008
1006799853771,611,2020-02-21,144
1007764449463,131,2020-02-21,300
1003216292407,92,2020-02-21,120
1004405786575,286,2020-02-21,36
1002251055798,165,2020-02-21,144
1004731413411,440,2020-02-21,1008
1008044784747,2419,2020-02-20,3000
1009484419331,1194,2020-02-20,200
1001155140726,258,2020-02-20,72
1001542697717,66,2020-02-20,60
1006273931054,279,2020-02-20,96
1006900430204,60,2020-02-20,500
1002673282049,776,2020-02-20,96
1001075898768,96,2020-02-20,36
1003210684777,77,2020-02-20,64
1007885326780,147,2020-02-20,100
1001712937784,172,2020-02-20,200
